fixture_id,data,mandante,visitante,casa_media_gols_marcados_5,casa_media_gols_sofridos_5,casa_media_pontos_5,casa_percentual_over15_5,casa_percentual_btts_5,fora_media_gols_marcados_5,fora_media_gols_sofridos_5,fora_media_pontos_5,fora_percentual_over15_5,fora_percentual_btts_5,target_over15,target_btts
1180426,2024-06-13T22:00:00+00:00,Cruzeiro,Cuiaba,1.0,1.4,1.4,0.8,0.4,1.0,1.6,0.8,0.6,0.2,1,1
1180425,2024-06-13T23:00:00+00:00,Internacional,Sao Paulo,1.0,0.6,2.0,0.4,0.4,2.0,0.4,2.6,0.8,0.4,0,0
1180428,2024-06-13T23:00:00+00:00,Flamengo,Gremio,1.8,0.8,1.6,0.8,0.4,0.8,1.0,1.2,0.6,0.2,1,1
1180432,2024-06-13T23:00:00+00:00,Atletico Paranaense,Criciuma,1.0,0.4,2.0,0.4,0.2,1.8,1.8,1.0,1.0,0.8,1,1
1180427,2024-06-14T00:30:00+00:00,Bahia,Fortaleza EC,1.4,0.8,2.2,0.6,0.6,0.8,0.6,1.4,0.6,0.6,0,0
1180430,2024-06-14T00:30:00+00:00,Palmeiras,Vasco DA Gama,0.8,0.6,1.6,0.6,0.2,0.8,2.8,0.6,0.8,0.6,1,0
1180441,2024-06-15T21:30:00+00:00,RB Bragantino,Juventude,1.0,1.0,1.0,0.8,0.6,1.0,1.6,1.2,0.8,0.8,1,1
1180438,2024-06-16T00:00:00+00:00,Fluminense,Atletico Goianiense,0.8,1.8,0.4,0.8,0.6,1.0,1.0,1.0,0.6,0.4,1,1
1180440,2024-06-16T19:00:00+00:00,Corinthians,Sao Paulo,1.0,1.0,1.0,0.6,0.2,1.4,0.4,2.2,0.6,0.4,1,1
1180442,2024-06-16T19:00:00+00:00,Atletico Paranaense,Flamengo,1.4,0.6,2.0,0.6,0.4,2.2,1.0,2.0,1.0,0.6,1,1
1180437,2024-06-16T19:00:00+00:00,Vitoria,Internacional,0.6,1.6,0.4,0.8,0.6,0.6,0.4,1.6,0.2,0.2,1,1
1180435,2024-06-16T21:30:00+00:00,Gremio,Botafogo,0.8,1.0,1.2,0.6,0.2,1.2,0.6,2.0,0.6,0.4,1,1
1180439,2024-06-16T21:30:00+00:00,Vasco DA Gama,Cruzeiro,0.6,2.8,0.6,0.8,0.4,1.2,1.4,1.8,0.8,0.4,0,0
1180444,2024-06-16T21:30:00+00:00,Criciuma,Bahia,1.8,2.2,0.8,1.0,0.8,1.2,0.4,2.6,0.4,0.4,1,1
1180443,2024-06-16T21:30:00+00:00,Cuiaba,Fortaleza EC,1.2,1.4,0.8,0.6,0.4,0.6,0.6,1.2,0.4,0.4,1,0
1180436,2024-06-17T23:30:00+00:00,Atletico-MG,Palmeiras,2.2,0.8,2.2,1.0,0.6,1.2,0.6,2.0,0.8,0.2,1,0
1180449,2024-06-19T22:00:00+00:00,Botafogo,Atletico Paranaense,1.2,0.8,2.0,0.6,0.6,1.4,0.6,2.0,0.6,0.4,1,1
1180453,2024-06-19T22:00:00+00:00,Atletico Goianiense,Criciuma,1.2,1.0,1.4,0.6,0.4,2.0,2.4,0.8,1.0,0.8,1,1
1180451,2024-06-19T23:00:00+00:00,Sao Paulo,Cuiaba,1.8,0.8,2.2,0.8,0.6,2.2,1.0,1.4,0.6,0.4,0,0
1180454,2024-06-19T23:00:00+00:00,Juventude,Vasco DA Gama,1.0,1.0,1.2,0.8,0.8,0.6,2.0,0.8,0.6,0.4,1,0
1180452,2024-06-19T23:00:00+00:00,Fortaleza EC,Gremio,0.4,1.4,1.0,0.4,0.2,0.6,1.4,0.6,0.6,0.4,0,0
1180445,2024-06-20T00:30:00+00:00,Internacional,Corinthians,0.6,0.8,1.0,0.4,0.4,0.8,1.4,0.6,0.6,0.4,0,0
1180446,2024-06-20T00:30:00+00:00,Cruzeiro,Fluminense,1.2,0.8,2.0,0.6,0.4,1.0,1.6,0.4,0.8,0.8,1,0
1180447,2024-06-20T21:30:00+00:00,Vitoria,Atletico-MG,0.8,1.2,1.0,0.8,0.6,1.6,1.6,1.6,1.0,0.6,1,1
1180448,2024-06-20T23:00:00+00:00,Flamengo,Bahia,2.4,0.8,2.2,1.0,0.8,1.4,0.8,2.2,0.6,0.6,1,1
1180450,2024-06-21T00:30:00+00:00,Palmeiras,RB Bragantino,2.0,0.6,2.4,1.0,0.2,1.2,1.0,1.4,0.8,0.6,1,1
1180464,2024-06-22T19:00:00+00:00,Criciuma,Botafogo,1.6,2.6,0.8,1.0,1.0,1.2,0.6,2.2,0.6,0.6,1,1
1180455,2024-06-22T20:30:00+00:00,Gremio,Internacional,0.4,1.6,0.0,0.6,0.4,0.8,0.6,1.6,0.4,0.4,0,0
1180463,2024-06-22T21:30:00+00:00,Cuiaba,Atletico Goianiense,2.4,0.8,2.0,0.6,0.4,1.4,1.2,1.4,0.8,0.6,0,0
1180459,2024-06-23T00:30:00+00:00,Vasco DA Gama,Sao Paulo,0.6,2.2,0.8,0.8,0.4,1.2,0.8,1.6,0.6,0.4,1,1
1180457,2024-06-23T19:00:00+00:00,Bahia,Cruzeiro,1.2,1.0,1.6,0.6,0.6,1.0,0.6,2.0,0.6,0.2,1,1
1180458,2024-06-23T19:00:00+00:00,Fluminense,Flamengo,0.6,1.6,0.2,0.8,0.6,2.6,0.8,2.6,1.0,0.8,0,0
1180462,2024-06-23T19:00:00+00:00,Atletico Paranaense,Corinthians,1.4,0.8,1.6,0.8,0.6,0.8,1.6,0.4,0.6,0.4,1,1
1180460,2024-06-23T21:30:00+00:00,Palmeiras,Juventude,2.0,0.8,2.4,1.0,0.4,1.2,0.8,1.6,0.8,0.6,1,1
1180461,2024-06-23T21:30:00+00:00,RB Bragantino,Vitoria,1.2,1.2,1.2,0.8,0.6,1.4,1.2,1.6,0.8,0.6,1,1
1180456,2024-06-23T21:30:00+00:00,Atletico-MG,Fortaleza EC,1.4,2.4,1.0,1.0,0.8,0.6,1.4,1.4,0.4,0.2,1,1
1180469,2024-06-26T22:00:00+00:00,Botafogo,RB Bragantino,1.2,0.8,2.0,0.6,0.6,1.6,1.2,1.8,1.0,0.8,1,1
1180466,2024-06-26T22:00:00+00:00,Cruzeiro,Atletico Paranaense,1.0,1.4,1.4,0.8,0.4,1.2,1.0,1.2,0.8,0.8,1,0
1180470,2024-06-26T23:00:00+00:00,Corinthians,Cuiaba,1.0,1.4,0.6,0.6,0.6,2.4,0.8,2.0,0.6,0.4,1,1
1180473,2024-06-26T23:00:00+00:00,Atletico Goianiense,Gremio,1.0,1.2,1.0,0.6,0.6,0.4,1.6,0.0,0.6,0.4,1,1
1180474,2024-06-26T23:00:00+00:00,Juventude,Flamengo,1.2,1.2,1.4,0.8,0.6,2.4,0.8,2.6,0.8,0.8,1,1
1180467,2024-06-27T00:30:00+00:00,Bahia,Vasco DA Gama,1.8,1.2,1.6,0.8,0.8,1.0,2.2,0.8,0.8,0.4,1,1
1180465,2024-06-27T00:30:00+00:00,Internacional,Atletico-MG,0.8,0.4,2.0,0.2,0.2,1.2,2.2,1.0,1.0,0.8,1,1
1180472,2024-06-27T00:30:00+00:00,Fortaleza EC,Palmeiras,0.6,1.4,1.4,0.4,0.2,2.6,0.6,3.0,1.0,0.6,1,0
1180468,2024-06-27T22:00:00+00:00,Fluminense,Vitoria,0.4,1.4,0.2,0.6,0.4,1.6,1.2,1.6,0.8,0.8,0,0
1180471,2024-06-27T23:00:00+00:00,Sao Paulo,Criciuma,1.0,1.4,1.0,0.6,0.4,1.8,2.4,1.4,1.0,1.0,1,1
1180479,2024-06-29T21:30:00+00:00,Vasco DA Gama,Botafogo,1.0,1.4,0.8,0.8,0.4,1.4,1.0,2.0,0.8,0.8,1,1
1180483,2024-06-29T21:30:00+00:00,Cuiaba,RB Bragantino,1.6,0.6,1.6,0.6,0.4,1.4,1.6,1.2,1.0,1.0,1,1
1180476,2024-06-30T14:00:00+00:00,Atletico-MG,Atletico Goianiense,1.4,2.2,1.4,1.0,0.8,1.2,1.2,1.2,0.8,0.8,1,1
1180481,2024-06-30T19:00:00+00:00,Sao Paulo,Bahia,1.0,1.6,1.0,0.6,0.6,2.0,1.2,2.0,0.8,0.8,1,1
1180475,2024-06-30T19:00:00+00:00,Gremio,Fluminense,0.6,1.4,0.2,0.6,0.6,0.2,1.4,0.0,0.4,0.2,0,0
1180482,2024-06-30T19:00:00+00:00,Fortaleza EC,Juventude,1.0,1.4,1.4,0.6,0.2,1.4,1.4,1.4,1.0,0.8,1,1
1180478,2024-06-30T21:30:00+00:00,Flamengo,Cruzeiro,1.4,1.0,2.0,0.8,0.8,1.4,1.0,2.0,0.8,0.4,1,1
1180477,2024-06-30T21:30:00+00:00,Vitoria,Atletico Paranaense,1.8,1.2,2.0,0.8,0.8,1.2,1.2,1.2,1.0,0.8,0,0
1180484,2024-06-30T21:30:00+00:00,Criciuma,Internacional,1.6,1.8,1.4,1.0,1.0,0.8,0.8,1.4,0.4,0.4,1,1
1180480,2024-07-01T23:00:00+00:00,Palmeiras,Corinthians,2.2,1.0,2.4,1.0,0.4,1.2,1.4,0.8,0.8,0.8,1,0
1180493,2024-07-03T22:00:00+00:00,Cuiaba,Botafogo,1.6,0.4,1.8,0.6,0.4,1.4,1.2,1.6,1.0,1.0,1,1
1180489,2024-07-03T23:00:00+00:00,Vasco DA Gama,Fortaleza EC,1.2,1.2,1.0,0.8,0.6,1.4,1.4,2.0,0.8,0.4,1,0
1180494,2024-07-03T23:00:00+00:00,Criciuma,Cruzeiro,1.6,1.4,1.6,1.0,1.0,1.2,1.2,1.4,0.8,0.4,0,0
1180492,2024-07-04T00:30:00+00:00,Atletico Paranaense,Sao Paulo,0.8,1.0,1.2,0.8,0.6,1.6,1.8,1.4,0.8,0.8,1,1
1180491,2024-07-04T00:30:00+00:00,RB Bragantino,Atletico Goianiense,1.4,1.4,1.4,1.0,1.0,1.0,1.0,1.2,0.8,0.8,1,1
1180486,2024-07-04T00:30:00+00:00,Atletico-MG,Flamengo,1.2,2.2,1.0,1.0,0.8,1.4,1.0,2.0,0.8,0.8,1,1
1180487,2024-07-04T22:00:00+00:00,Bahia,Juventude,2.0,1.8,1.4,1.0,1.0,1.4,1.6,1.2,1.0,0.8,1,0
1180485,2024-07-04T22:00:00+00:00,Gremio,Palmeiras,0.6,1.0,0.8,0.4,0.4,2.2,1.0,2.4,1.0,0.4,1,1
1180488,2024-07-04T23:00:00+00:00,Fluminense,Internacional,0.2,1.4,0.0,0.4,0.2,1.0,1.0,1.4,0.6,0.6,1,1
1180490,2024-07-04T23:00:00+00:00,Corinthians,Vitoria,0.8,1.4,0.6,0.8,0.6,1.6,1.2,1.8,0.6,0.6,1,1
1180501,2024-07-06T23:00:00+00:00,Sao Paulo,RB Bragantino,1.6,1.6,1.8,0.8,0.8,1.6,1.4,1.4,1.0,1.0,1,0
1180498,2024-07-06T23:00:00+00:00,Flamengo,Cuiaba,2.0,1.2,2.4,0.8,0.8,0.8,0.8,1.2,0.6,0.6,1,1
1180496,2024-07-07T19:00:00+00:00,Cruzeiro,Corinthians,1.2,1.4,1.2,0.8,0.4,1.0,1.4,1.0,0.8,0.6,1,0
1180504,2024-07-07T19:00:00+00:00,Juventude,Gremio,1.2,1.6,1.2,1.0,0.6,0.8,1.0,1.0,0.4,0.4,1,0
1180502,2024-07-07T19:00:00+00:00,Fortaleza EC,Fluminense,1.4,0.8,2.0,0.8,0.4,0.2,1.2,0.2,0.4,0.2,0,0
1180495,2024-07-07T21:00:00+00:00,Internacional,Vasco DA Gama,1.0,0.8,1.6,0.6,0.6,1.6,1.2,1.4,1.0,0.6,1,1
1180500,2024-07-07T21:30:00+00:00,Palmeiras,Bahia,1.8,1.4,2.0,1.0,0.6,2.0,1.4,1.8,1.0,0.8,1,0
1180497,2024-07-07T21:30:00+00:00,Vitoria,Criciuma,1.6,1.6,1.2,0.6,0.6,1.4,1.0,2.0,0.8,0.8,1,1
1180503,2024-07-07T21:30:00+00:00,Atletico Goianiense,Atletico Paranaense,0.8,1.4,0.6,0.8,0.8,0.8,1.2,1.0,0.8,0.6,1,1
1180499,2024-07-07T23:30:00+00:00,Botafogo,Atletico-MG,1.4,1.2,1.6,1.0,1.0,1.6,2.2,1.0,1.0,1.0,1,0
1180505,2024-07-10T21:30:00+00:00,Gremio,Cruzeiro,0.8,1.4,1.0,0.6,0.4,1.4,1.4,1.2,0.8,0.4,1,0
1180509,2024-07-10T22:00:00+00:00,Vasco DA Gama,Corinthians,2.0,1.0,2.0,1.0,0.8,1.0,1.8,1.0,1.0,0.6,1,0
1180512,2024-07-10T22:00:00+00:00,Atletico Paranaense,Bahia,1.0,1.2,1.4,0.8,0.6,1.8,1.4,1.8,1.0,0.6,1,1
1180510,2024-07-11T22:30:00+00:00,Palmeiras,Atletico Goianiense,1.8,1.2,2.0,1.0,0.4,0.8,1.4,0.6,0.8,0.8,1,1
1180508,2024-07-11T23:00:00+00:00,Flamengo,Fortaleza EC,1.8,1.2,2.0,0.8,0.8,1.4,0.8,2.0,0.8,0.4,1,1
1180514,2024-07-11T23:00:00+00:00,Criciuma,Fluminense,1.2,1.2,1.4,0.8,0.8,0.2,1.0,0.2,0.2,0.2,1,1
1180507,2024-07-12T00:30:00+00:00,Vitoria,Botafogo,1.2,1.4,1.2,0.6,0.6,1.8,1.0,2.0,1.0,0.8,0,0
1180506,2024-07-12T00:30:00+00:00,Atletico-MG,Sao Paulo,1.2,2.0,1.0,1.0,0.8,2.0,1.4,2.4,1.0,0.8,1,1
1180517,2024-07-13T19:00:00+00:00,Bahia,Cuiaba,1.6,1.4,1.8,1.0,0.6,0.8,1.0,0.8,0.8,0.8,1,1
1180516,2024-07-13T19:00:00+00:00,Cruzeiro,RB Bragantino,1.6,0.6,1.8,0.8,0.2,1.4,1.4,1.4,1.0,0.8,1,1
1180524,2024-07-16T22:00:00+00:00,Juventude,Atletico-MG,1.4,1.6,1.2,1.0,0.6,1.4,2.0,1.4,1.0,0.8,1,1
1180520,2024-07-17T00:00:00+00:00,Corinthians,Criciuma,0.8,2.0,0.8,1.0,0.4,1.0,1.2,1.0,0.8,0.8,1,1
1180523,2024-07-17T22:00:00+00:00,Atletico Goianiense,Vasco DA Gama,1.0,2.0,0.4,1.0,1.0,1.6,0.8,2.0,1.0,0.6,0,0
1180521,2024-07-17T23:00:00+00:00,Sao Paulo,Gremio,2.0,1.0,2.4,1.0,0.8,0.8,1.6,1.0,0.8,0.4,0,0
1180519,2024-07-18T00:30:00+00:00,Botafogo,Palmeiras,1.8,0.6,2.6,0.8,0.6,1.8,1.2,2.0,1.0,0.4,0,0
1180522,2024-07-18T00:30:00+00:00,Fortaleza EC,Vitoria,1.6,0.8,2.4,0.8,0.4,1.0,1.2,1.2,0.4,0.4,1,1
1180528,2024-07-20T19:00:00+00:00,Flamengo,Criciuma,1.8,1.6,1.4,1.0,1.0,1.0,1.2,1.0,0.8,0.8,1,1
1180529,2024-07-20T21:30:00+00:00,Botafogo,Internacional,1.6,0.4,2.6,0.6,0.4,1.0,1.2,1.0,0.8,0.8,0,0
1180530,2024-07-21T00:00:00+00:00,Palmeiras,Cruzeiro,1.8,0.8,2.0,0.8,0.4,1.6,0.8,1.8,0.8,0.4,1,0
1180525,2024-07-21T14:00:00+00:00,Gremio,Vitoria,0.6,1.6,0.8,0.6,0.2,1.0,1.8,0.6,0.6,0.6,1,0
1180527,2024-07-21T19:00:00+00:00,Bahia,Corinthians,1.4,1.6,1.2,1.0,0.6,1.0,2.0,1.2,1.0,0.4,0,0
1180526,2024-07-21T19:00:00+00:00,Atletico-MG,Vasco DA Gama,1.2,2.0,1.0,1.0,0.8,1.6,0.4,2.6,0.8,0.4,1,0
1180534,2024-07-21T21:30:00+00:00,Juventude,Sao Paulo,1.4,1.2,1.4,1.0,0.6,1.8,0.8,2.4,0.8,0.6,0,0
1180532,2024-07-21T21:30:00+00:00,Fortaleza EC,Atletico Goianiense,1.6,1.0,2.4,0.8,0.6,0.8,2.0,0.2,0.8,0.8,1,1
1180531,2024-07-21T21:30:00+00:00,RB Bragantino,Atletico Paranaense,1.2,1.6,0.8,1.0,0.8,1.0,1.6,1.2,0.8,0.6,0,0
1180533,2024-07-21T23:00:00+00:00,Cuiaba,Fluminense,1.2,1.2,1.2,1.0,1.0,0.4,1.0,0.4,0.4,0.4,0,0
1180536,2024-07-24T22:00:00+00:00,Cruzeiro,Juventude,1.4,0.8,1.8,0.8,0.2,1.0,1.0,1.0,0.8,0.4,1,0
1180384,2024-07-24T22:00:00+00:00,Criciuma,Fortaleza EC,1.0,1.4,0.8,0.8,0.8,1.8,1.0,2.4,0.8,0.6,1,1
1180541,2024-07-24T22:30:00+00:00,Sao Paulo,Botafogo,1.2,0.6,2.0,0.6,0.4,1.6,0.2,3.0,0.4,0.2,1,1
1180537,2024-07-24T23:00:00+00:00,Vitoria,Flamengo,1.0,2.0,0.6,0.8,0.6,2.0,1.4,2.0,1.0,1.0,1,1
1180538,2024-07-25T00:30:00+00:00,Fluminense,Palmeiras,0.6,0.8,1.0,0.4,0.4,1.8,0.8,2.0,0.8,0.4,0,0
1180543,2024-07-25T00:30:00+00:00,Atletico Goianiense,Bahia,0.8,2.4,0.0,0.8,0.8,1.2,1.2,1.2,0.8,0.4,1,1
1180540,2024-07-25T23:00:00+00:00,Corinthians,Gremio,1.2,1.6,1.8,0.8,0.4,0.8,1.6,0.8,0.8,0.2,1,1
1180550,2024-07-27T22:00:00+00:00,Palmeiras,Vitoria,1.4,0.6,1.8,0.6,0.2,0.8,1.8,0.6,0.8,0.6,1,0
1180554,2024-07-27T22:00:00+00:00,Juventude,Criciuma,0.8,1.0,1.0,0.8,0.2,1.0,1.6,0.4,1.0,1.0,1,1
1180547,2024-07-27T23:00:00+00:00,Bahia,Internacional,1.0,1.4,0.8,0.8,0.6,0.8,1.4,0.4,0.8,0.8,1,1
1180549,2024-07-28T00:30:00+00:00,Botafogo,Cruzeiro,1.6,0.4,2.6,0.4,0.2,1.8,0.6,2.4,1.0,0.2,1,0
1180552,2024-07-28T00:30:00+00:00,Fortaleza EC,Sao Paulo,2.0,0.8,2.6,0.8,0.8,1.2,0.8,1.6,0.6,0.4,0,0
1180551,2024-07-28T14:00:00+00:00,RB Bragantino,Fluminense,1.2,1.2,1.4,0.8,0.6,0.8,0.6,1.6,0.4,0.4,0,0
1180548,2024-07-28T19:00:00+00:00,Flamengo,Atletico Goianiense,2.0,1.4,2.0,1.0,1.0,0.8,2.0,0.2,0.8,0.8,1,0
1180545,2024-07-28T22:00:00+00:00,Gremio,Vasco DA Gama,0.8,1.6,0.8,0.8,0.2,1.4,0.6,2.4,0.8,0.2,0,0
1180546,2024-07-28T22:00:00+00:00,Atletico-MG,Corinthians,1.4,1.8,1.4,1.0,0.6,1.0,1.6,1.4,0.8,0.4,1,1
1180553,2024-07-28T22:00:00+00:00,Cuiaba,Atletico Paranaense,1.0,1.2,1.0,0.8,0.8,1.0,1.4,1.2,0.6,0.6,1,1
1180557,2024-08-03T19:00:00+00:00,Vitoria,Cuiaba,0.8,1.6,0.6,0.8,0.4,1.0,1.4,0.8,0.8,0.8,0,0
1180559,2024-08-03T22:00:00+00:00,Vasco DA Gama,RB Bragantino,1.0,0.8,1.8,0.6,0.2,1.0,1.2,1.2,0.6,0.4,1,1
1180564,2024-08-03T23:00:00+00:00,Criciuma,Atletico-MG,1.2,1.4,1.0,1.0,1.0,1.4,1.2,2.0,1.0,0.6,1,1
1180563,2024-08-03T23:00:00+00:00,Atletico Goianiense,Botafogo,0.6,2.0,0.2,0.8,0.6,1.0,1.0,2.0,0.4,0.2,1,1
1180561,2024-08-04T00:30:00+00:00,Sao Paulo,Flamengo,0.8,1.0,1.0,0.4,0.4,1.6,1.0,2.0,1.0,0.8,0,0
1180558,2024-08-04T19:00:00+00:00,Fluminense,Bahia,0.8,0.4,2.0,0.2,0.2,1.2,1.2,1.0,0.8,0.8,0,0
1180560,2024-08-04T19:00:00+00:00,Corinthians,Juventude,1.2,1.4,1.4,0.8,0.6,1.0,1.0,1.0,0.8,0.4,1,1
1180562,2024-08-04T19:00:00+00:00,Atletico Paranaense,Gremio,1.2,1.6,1.2,0.8,0.8,1.0,1.0,1.4,0.6,0.2,1,0
1180555,2024-08-04T20:00:00+00:00,Internacional,Palmeiras,0.8,1.2,0.6,0.8,0.8,1.0,1.0,1.2,0.6,0.2,1,1
1180556,2024-08-06T00:00:00+00:00,Cruzeiro,Fortaleza EC,1.8,0.6,2.4,1.0,0.2,2.0,0.8,2.6,0.8,0.8,1,1
1180572,2024-08-10T19:00:00+00:00,Fortaleza EC,Criciuma,2.0,0.8,2.6,0.8,0.8,1.4,1.4,1.4,1.0,1.0,0,0
1180573,2024-08-10T22:00:00+00:00,Cuiaba,Gremio,0.8,1.2,0.8,0.6,0.6,1.4,0.6,2.0,0.6,0.2,1,1
1180570,2024-08-11T00:30:00+00:00,Corinthians,RB Bragantino,1.4,1.2,1.6,0.8,0.8,0.8,1.4,0.8,0.6,0.4,1,1
1180569,2024-08-11T00:30:00+00:00,Vasco DA Gama,Fluminense,1.0,1.0,1.4,0.6,0.2,1.0,0.2,2.6,0.2,0.2,1,0
1180566,2024-08-11T00:30:00+00:00,Cruzeiro,Atletico-MG,1.6,1.0,1.8,1.0,0.4,1.6,1.0,2.0,1.0,0.8,0,0
1180574,2024-08-11T14:00:00+00:00,Juventude,Botafogo,0.6,1.2,0.6,0.8,0.6,1.6,1.2,2.0,0.6,0.4,1,1
1180567,2024-08-11T19:00:00+00:00,Bahia,Vitoria,0.6,1.2,0.4,0.6,0.6,1.0,1.4,1.2,0.8,0.4,1,0
1180571,2024-08-11T19:00:00+00:00,Sao Paulo,Atletico Goianiense,0.8,0.6,1.6,0.2,0.2,0.6,2.2,0.2,0.8,0.6,0,0
1180568,2024-08-11T19:00:00+00:00,Flamengo,Palmeiras,1.4,1.0,1.8,0.8,0.6,0.6,1.0,0.8,0.6,0.2,1,1
1180565,2024-08-11T22:00:00+00:00,Internacional,Atletico Paranaense,0.8,1.2,0.6,0.8,0.8,1.0,1.6,1.2,0.8,0.6,1,1
1180405,2024-08-14T22:30:00+00:00,Internacional,Juventude,1.0,1.4,0.6,0.8,0.8,1.0,1.4,1.0,0.8,0.6,1,1
1180575,2024-08-17T19:00:00+00:00,Gremio,Bahia,2.0,0.6,2.6,0.8,0.4,0.8,0.8,1.0,0.6,0.4,1,0
1180576,2024-08-17T19:00:00+00:00,Atletico-MG,Cuiaba,1.2,0.8,1.6,0.8,0.6,0.8,1.6,0.6,0.6,0.6,1,1
1180581,2024-08-17T21:30:00+00:00,RB Bragantino,Fortaleza EC,1.0,1.2,1.0,0.6,0.6,1.6,0.6,2.6,0.6,0.6,1,1
1180578,2024-08-18T00:00:00+00:00,Fluminense,Corinthians,0.8,0.4,2.4,0.2,0.0,1.2,1.2,1.2,0.8,0.8,0,0
1180580,2024-08-18T19:00:00+00:00,Palmeiras,Sao Paulo,0.8,1.0,1.0,0.8,0.4,0.8,0.6,1.6,0.2,0.2,1,1
1180584,2024-08-18T19:00:00+00:00,Criciuma,Vasco DA Gama,1.2,1.2,1.4,0.8,0.8,1.0,1.0,1.4,0.6,0.2,1,1
1180583,2024-08-18T19:00:00+00:00,Atletico Goianiense,Internacional,0.6,2.2,0.2,0.8,0.6,1.2,1.2,1.2,0.8,0.8,0,0
1180579,2024-08-18T21:30:00+00:00,Botafogo,Flamengo,1.8,1.8,1.4,0.8,0.6,1.4,0.8,2.0,0.8,0.6,1,1
1180582,2024-08-18T21:30:00+00:00,Atletico Paranaense,Juventude,1.0,1.8,0.8,0.8,0.6,1.2,1.8,0.8,1.0,0.8,1,1
1180577,2024-08-19T23:00:00+00:00,Vitoria,Cruzeiro,0.8,1.2,1.2,0.8,0.2,1.2,0.8,1.4,0.8,0.2,1,1
1180593,2024-08-24T19:00:00+00:00,Atletico Goianiense,Juventude,0.6,1.6,0.8,0.6,0.4,1.6,1.6,1.4,1.0,1.0,1,1
1180590,2024-08-24T21:30:00+00:00,Palmeiras,Cuiaba,0.8,1.2,1.0,0.8,0.6,0.6,1.6,0.2,0.6,0.6,1,0
1180586,2024-08-25T00:00:00+00:00,Atletico-MG,Fluminense,1.2,0.8,1.6,0.8,0.6,0.6,0.4,2.0,0.2,0.0,1,0
1180587,2024-08-25T19:00:00+00:00,Bahia,Botafogo,1.2,0.6,1.6,0.8,0.4,2.4,2.0,1.4,1.0,0.8,0,0
1180594,2024-08-25T19:00:00+00:00,Criciuma,Gremio,1.4,1.2,1.6,0.8,0.8,1.6,1.0,2.0,0.8,0.4,0,0
1180592,2024-08-25T19:00:00+00:00,Fortaleza EC,Corinthians,1.4,0.6,2.6,0.6,0.6,1.0,1.2,0.8,0.8,0.8,0,0
1180591,2024-08-25T21:30:00+00:00,Sao Paulo,Vitoria,1.0,1.0,1.4,0.4,0.4,1.2,1.2,1.4,0.8,0.4,1,1
